Date,Open,High,Low,Close
2021-04-13,1.09044,1.0953,1.08759,1.09392
2021-04-14,1.09679,1.09812,1.09432,1.09733
2021-04-15,1.10053,1.10235,1.09794,1.10186
2021-04-16,1.09923,1.10059,1.09821,1.10047
2021-04-19,1.09917,1.1012,1.09644,1.09653
2021-04-20,1.10113,1.10585,1.09814,1.10175
2021-04-21,1.10668,1.1082,1.10379,1.1047
2021-04-22,1.10468,1.10943,1.10202,1.10427
2021-04-23,1.10298,1.10772,1.09815,1.09962
2021-04-26,1.1038,1.10771,1.10191,1.10239
2021-04-27,1.10374,1.10652,1.10241,1.10633
2021-04-28,1.10324,1.10608,1.09913,1.10539
2021-04-29,1.10115,1.10542,1.09639,1.10416
2021-04-30,1.10075,1.10406,1.09922,1.10269
2021-05-03,1.10563,1.10819,1.10388,1.10515
2021-05-04,1.10492,1.10737,1.10183,1.10268
2021-05-05,1.1051,1.10735,1.10041,1.10616
2021-05-06,1.11025,1.11166,1.10683,1.10839
2021-05-07,1.10481,1.10606,1.1,1.10282
2021-05-10,1.10256,1.10468,1.09851,1.09919
2021-05-11,1.09873,1.10204,1.09702,1.09888
2021-05-12,1.09866,1.10043,1.09617,1.10036
2021-05-13,1.10259,1.10419,1.1012,1.10415
2021-05-14,1.09948,1.10316,1.09548,1.09748
2021-05-17,1.09506,1.09946,1.09303,1.09461
2021-05-18,1.09298,1.0975,1.09012,1.09655
2021-05-19,1.09676,1.1001,1.09443,1.09557
2021-05-20,1.09065,1.09445,1.0883,1.09243
2021-05-21,1.08823,1.0928,1.0833,1.08394
2021-05-24,1.08099,1.08446,1.07686,1.08022
2021-05-25,1.08496,1.08981,1.08118,1.08311
2021-05-26,1.08745,1.0914,1.08263,1.0904
2021-05-27,1.08843,1.09076,1.08704,1.08764
2021-05-28,1.08984,1.09222,1.08588,1.08637
2021-05-31,1.08629,1.08963,1.08444,1.08745
2021-06-01,1.08803,1.08979,1.08476,1.08609
2021-06-02,1.08111,1.0823,1.07751,1.07854
2021-06-03,1.0766,1.07829,1.07277,1.07555
2021-06-04,1.07469,1.07861,1.07085,1.07847
2021-06-07,1.08242,1.08736,1.08056,1.08514
2021-06-08,1.08793,1.09002,1.08484,1.0863
2021-06-09,1.09092,1.09365,1.08877,1.08938
2021-06-10,1.08521,1.09005,1.08301,1.08853
2021-06-11,1.09079,1.09293,1.08613,1.08657
2021-06-14,1.08454,1.08627,1.08257,1.0847
2021-06-15,1.08682,1.08975,1.08429,1.08886
2021-06-16,1.08822,1.09192,1.08612,1.09088
2021-06-17,1.08657,1.08835,1.08343,1.08754
2021-06-18,1.08994,1.09485,1.08732,1.08747
2021-06-21,1.08928,1.09361,1.08739,1.09067
2021-06-22,1.09477,1.09664,1.0901,1.09013
2021-06-23,1.09036,1.09483,1.08808,1.08825
2021-06-24,1.084,1.08536,1.07936,1.08073
2021-06-25,1.08229,1.08534,1.07936,1.08476
2021-06-28,1.08458,1.08628,1.08308,1.08416
2021-06-29,1.08768,1.09151,1.08536,1.09147
2021-06-30,1.09503,1.09685,1.0913,1.09134
2021-07-01,1.09229,1.09462,1.09018,1.09302
2021-07-02,1.09632,1.09838,1.09245,1.09533
2021-07-05,1.09101,1.09428,1.08692,1.09191
2021-07-06,1.08817,1.09055,1.08582,1.08904
2021-07-07,1.09375,1.09717,1.08996,1.09126
2021-07-08,1.09103,1.09315,1.08937,1.09097
2021-07-09,1.0941,1.09642,1.09212,1.09616
2021-07-12,1.0935,1.09605,1.09239,1.09586
2021-07-13,1.09532,1.09686,1.09366,1.09477
2021-07-14,1.09456,1.09611,1.09345,1.09608
2021-07-15,1.10102,1.10289,1.09742,1.1003
2021-07-16,1.09692,1.09963,1.09525,1.09952
2021-07-19,1.10297,1.10628,1.10056,1.10386
2021-07-20,1.10096,1.10568,1.09839,1.10032
2021-07-21,1.10476,1.10789,1.10101,1.10103
2021-07-22,1.10366,1.10471,1.101,1.10113
2021-07-23,1.10492,1.1072,1.10204,1.10482
2021-07-26,1.10604,1.10987,1.10309,1.10534
2021-07-27,1.10813,1.11013,1.10537,1.10561
2021-07-28,1.10436,1.10552,1.10011,1.10446
2021-07-29,1.10648,1.11126,1.10444,1.1108
2021-07-30,1.11143,1.11513,1.10976,1.10996
2021-08-02,1.11368,1.11717,1.11237,1.11679
2021-08-03,1.11968,1.12343,1.11677,1.11689
2021-08-04,1.11522,1.11778,1.11056,1.11408
2021-08-05,1.11574,1.11966,1.11297,1.11604
2021-08-06,1.11132,1.11416,1.10762,1.10782
2021-08-09,1.10306,1.10527,1.09991,1.10056
2021-08-10,1.10006,1.10259,1.09691,1.09759
2021-08-11,1.1011,1.10334,1.09728,1.10072
2021-08-12,1.10279,1.10518,1.10133,1.10315
2021-08-13,1.09992,1.10413,1.09828,1.10309
2021-08-16,1.10705,1.10948,1.10302,1.10589
2021-08-17,1.10392,1.10878,1.10151,1.10287
2021-08-18,1.10781,1.1118,1.10422,1.10966
2021-08-19,1.10758,1.11235,1.10651,1.11183
2021-08-20,1.11316,1.11769,1.111,1.11155
2021-08-23,1.1123,1.11643,1.10753,1.11251
2021-08-24,1.11553,1.12004,1.11177,1.11659
2021-08-25,1.11167,1.11527,1.10879,1.10918
2021-08-26,1.10773,1.10942,1.10464,1.10832
2021-08-27,1.11106,1.11341,1.10939,1.11008
2021-08-30,1.11424,1.11889,1.11011,1.11763
2021-08-31,1.11668,1.11982,1.11483,1.1151
2021-09-01,1.11278,1.11571,1.10827,1.10891
2021-09-02,1.10525,1.1097,1.10164,1.10181
2021-09-03,1.09762,1.1017,1.09301,1.09307
2021-09-06,1.09143,1.09462,1.08689,1.09299
2021-09-07,1.09702,1.09853,1.09292,1.09479
2021-09-08,1.09659,1.09949,1.09429,1.09556
2021-09-09,1.09429,1.09847,1.09222,1.09286
2021-09-10,1.09157,1.09636,1.087,1.09191
2021-09-13,1.08902,1.09323,1.08748,1.09036
2021-09-14,1.09134,1.09478,1.09012,1.09375
2021-09-15,1.09599,1.09824,1.09436,1.09711
2021-09-16,1.09584,1.09952,1.09355,1.09636
2021-09-17,1.09248,1.0948,1.08864,1.08971
2021-09-20,1.0899,1.09368,1.08616,1.08644
2021-09-21,1.08682,1.09085,1.0847,1.08923
2021-09-22,1.09389,1.09777,1.08949,1.09069
2021-09-23,1.09566,1.0974,1.09216,1.09726
2021-09-24,1.09723,1.10119,1.0961,1.09637
2021-09-27,1.0988,1.10164,1.09687,1.09904
2021-09-28,1.0963,1.09784,1.09145,1.09217
2021-09-29,1.09301,1.09401,1.0904,1.09116
2021-09-30,1.09202,1.09638,1.09083,1.0941
2021-10-01,1.09839,1.10293,1.09683,1.10217
2021-10-04,1.10084,1.10378,1.09759,1.10161
2021-10-05,1.09899,1.1004,1.09744,1.09832
2021-10-06,1.09397,1.0988,1.08965,1.09135
2021-10-07,1.09471,1.09969,1.09224,1.09268
2021-10-08,1.08829,1.09191,1.08424,1.09055
2021-10-11,1.09298,1.09651,1.09192,1.09522
2021-10-12,1.09229,1.0965,1.09012,1.09207
2021-10-13,1.08874,1.09005,1.08674,1.08689
2021-10-14,1.08656,1.08965,1.08396,1.08699
2021-10-15,1.08967,1.09273,1.08517,1.08933
2021-10-18,1.08577,1.08892,1.08238,1.08241
2021-10-19,1.08583,1.08945,1.08205,1.08471
2021-10-20,1.08481,1.0886,1.08028,1.08047
2021-10-21,1.08135,1.08304,1.07992,1.0819
2021-10-22,1.08213,1.08527,1.08042,1.08237
2021-10-25,1.08436,1.08771,1.08205,1.08221
2021-10-26,1.08497,1.08954,1.08066,1.08313
2021-10-27,1.07933,1.08086,1.07787,1.07968
2021-10-28,1.0788,1.08219,1.07504,1.07634
2021-10-29,1.07976,1.08429,1.07652,1.08233
2021-11-01,1.08673,1.09067,1.08219,1.08306
2021-11-02,1.08534,1.0903,1.08379,1.08776
2021-11-03,1.0885,1.08988,1.08516,1.08531
2021-11-04,1.08399,1.08675,1.0802,1.08311
2021-11-05,1.08178,1.08405,1.07732,1.08381
2021-11-08,1.07937,1.08326,1.07654,1.07911
2021-11-09,1.07535,1.07982,1.0727,1.0732
2021-11-10,1.07313,1.07542,1.07182,1.07362
2021-11-11,1.07612,1.08019,1.07198,1.0767
2021-11-12,1.07597,1.07963,1.0744,1.07814
2021-11-15,1.07532,1.07867,1.07332,1.07494
2021-11-16,1.07706,1.07916,1.07419,1.07893
2021-11-17,1.07497,1.07627,1.07023,1.07194
2021-11-18,1.06763,1.07204,1.06532,1.0693
2021-11-19,1.07014,1.07401,1.0657,1.07042
2021-11-22,1.06814,1.07206,1.06611,1.06777
2021-11-23,1.07159,1.0738,1.06959,1.07075
2021-11-24,1.07221,1.07477,1.06816,1.07457
2021-11-25,1.07157,1.07592,1.06916,1.07451
2021-11-26,1.07524,1.07797,1.07188,1.07581
2021-11-29,1.07103,1.07233,1.06636,1.07116
2021-11-30,1.0666,1.06822,1.06239,1.06659
2021-12-01,1.06648,1.0709,1.06198,1.06769
2021-12-02,1.06742,1.07112,1.06431,1.06616
2021-12-03,1.06399,1.06726,1.06129,1.06444
2021-12-06,1.0688,1.07345,1.06418,1.07301
2021-12-07,1.07346,1.07557,1.07197,1.07438
2021-12-08,1.07825,1.08256,1.07382,1.0791
2021-12-09,1.07856,1.0806,1.07505,1.07746
2021-12-10,1.08196,1.08365,1.07805,1.08329
2021-12-13,1.08568,1.08938,1.08171,1.0859
2021-12-14,1.08486,1.08838,1.08297,1.08391
2021-12-15,1.08836,1.09088,1.08356,1.08995
2021-12-16,1.08789,1.09077,1.08586,1.08885
2021-12-17,1.08844,1.09109,1.08488,1.09095
2021-12-20,1.09214,1.0947,1.08822,1.08827
2021-12-21,1.08826,1.09025,1.08723,1.08745
2021-12-22,1.08606,1.08909,1.08231,1.08723
2021-12-23,1.08716,1.08888,1.08225,1.08296
2021-12-24,1.08203,1.08524,1.07842,1.08304
2021-12-27,1.07897,1.08215,1.0747,1.07755
2021-12-28,1.07609,1.07787,1.07139,1.07399
2021-12-29,1.07052,1.07358,1.06785,1.07286
2021-12-30,1.07064,1.07531,1.06601,1.06701
2021-12-31,1.06705,1.06867,1.06412,1.06469
