Date,Open,High,Low,Close
2019-04-29,1.01307,1.01488,1.01153,1.01373
2019-04-30,1.00986,1.01218,1.00615,1.00624
2019-05-01,1.00141,1.00555,0.99696,1.00388
2019-05-02,1.00434,1.00672,1.00298,1.00468
2019-05-03,1.00739,1.01085,1.00323,1.00943
2019-05-06,1.00555,1.00813,1.00174,1.0039
2019-05-07,1.00323,1.00738,1.00088,1.00305
2019-05-08,0.99963,1.00105,0.99608,0.99776
2019-05-09,0.99282,0.99766,0.98996,0.9959
2019-05-10,0.99322,0.99744,0.99181,0.9957
2019-05-13,0.99086,0.99219,0.98646,0.98988
2019-05-14,0.99055,0.99531,0.98936,0.9952
2019-05-15,1.00019,1.00433,0.999,1.00032
2019-05-16,0.99602,0.99747,0.99154,0.99454
2019-05-17,0.99075,0.9921,0.98647,0.99053
2019-05-20,0.98564,0.99031,0.9817,0.98714
2019-05-21,0.98613,0.98757,0.98405,0.98416
2019-05-22,0.98307,0.98755,0.9788,0.98549
2019-05-23,0.98722,0.99218,0.98457,0.99077
2019-05-24,0.99315,0.99743,0.98954,0.99513
2019-05-27,0.99908,1.00278,0.99552,1.00007
2019-05-28,0.99981,1.0014,0.99637,0.99876
2019-05-29,0.99677,0.99867,0.99363,0.99403
2019-05-30,0.99409,0.99537,0.99276,0.99514
2019-05-31,0.99785,1.00037,0.99356,0.99546
2019-06-03,0.99489,0.99952,0.9923,0.99317
2019-06-04,0.99699,0.99949,0.9939,0.99574
2019-06-05,0.99571,0.99756,0.99386,0.99615
2019-06-06,0.99675,1.00059,0.99273,0.99588
2019-06-07,0.99887,1.00006,0.99679,0.99982
2019-06-10,1.00043,1.00489,0.99659,1.00172
2019-06-11,0.99681,0.99986,0.9931,0.99805
2019-06-12,1.002,1.00674,1.00091,1.00174
2019-06-13,1.00153,1.0058,0.99873,0.99991
2019-06-14,1.00403,1.00734,1.00182,1.00239
2019-06-17,1.00577,1.00887,1.00113,1.00258
2019-06-18,1.00544,1.00655,1.00384,1.00514
2019-06-19,1.00829,1.0125,1.00542,1.0121
2019-06-20,1.00942,1.01208,1.00631,1.00904
2019-06-21,1.00799,1.00986,1.00376,1.0051
2019-06-24,1.00212,1.00402,0.99939,1.00052
2019-06-25,1.00058,1.00348,0.99743,1.00118
2019-06-26,0.99736,1.00066,0.99337,0.99607
2019-06-27,0.99565,0.9994,0.99089,0.99358
2019-06-28,0.99516,0.99894,0.9913,0.99325
2019-07-01,0.99086,0.99248,0.9877,0.98877
2019-07-02,0.98739,0.98888,0.98434,0.98482
2019-07-03,0.98916,0.99025,0.98433,0.98682
2019-07-04,0.98513,0.98723,0.98121,0.98528
2019-07-05,0.9888,0.99072,0.98632,0.98929
2019-07-08,0.98709,0.99185,0.98439,0.98887
2019-07-09,0.98589,0.99082,0.98278,0.99026
2019-07-10,0.98534,0.98755,0.98342,0.98724
2019-07-11,0.98906,0.99274,0.98431,0.99237
2019-07-12,0.99587,1.00009,0.99276,0.99329
2019-07-15,0.99057,0.99429,0.9862,0.98739
2019-07-16,0.98907,0.9916,0.98718,0.99057
2019-07-17,0.99234,0.99381,0.9898,0.99135
2019-07-18,0.98794,0.99047,0.98672,0.98764
2019-07-19,0.98724,0.99094,0.98554,0.98854
2019-07-22,0.98392,0.98686,0.98044,0.98314
2019-07-23,0.98211,0.98684,0.98007,0.98589
2019-07-24,0.99038,0.99157,0.98755,0.9877
2019-07-25,0.98866,0.9934,0.98755,0.98905
2019-07-26,0.99373,0.99606,0.99212,0.99215
2019-07-29,0.99181,0.99326,0.98683,0.99257
2019-07-30,0.98939,0.99067,0.98579,0.98647
2019-07-31,0.98726,0.99002,0.98389,0.98493
2019-08-01,0.98671,0.99,0.98369,0.98982
2019-08-02,0.98494,0.98787,0.98029,0.98694
2019-08-05,0.99138,0.99403,0.98689,0.9885
2019-08-06,0.98782,0.98953,0.98453,0.98932
2019-08-07,0.986,0.98976,0.98112,0.98393
2019-08-08,0.98133,0.98328,0.98026,0.98309
2019-08-09,0.98322,0.98468,0.98023,0.98231
2019-08-12,0.98251,0.98406,0.98091,0.98189
2019-08-13,0.98634,0.99084,0.98274,0.98995
2019-08-14,0.98753,0.99135,0.98368,0.98656
2019-08-15,0.98332,0.98483,0.98065,0.98385
2019-08-16,0.9849,0.98717,0.98304,0.98534
2019-08-19,0.9838,0.98532,0.98262,0.98389
2019-08-20,0.98715,0.99057,0.9841,0.99029
2019-08-21,0.9892,0.993,0.98526,0.98866
2019-08-22,0.98674,0.98868,0.98189,0.98586
2019-08-23,0.98262,0.98395,0.98142,0.98196
2019-08-26,0.97767,0.97927,0.97406,0.97675
2019-08-27,0.9776,0.97927,0.97512,0.97575
2019-08-28,0.97925,0.98285,0.9749,0.97834
2019-08-29,0.97974,0.98275,0.97798,0.98273
2019-08-30,0.98046,0.98366,0.97818,0.98289
2019-09-02,0.98292,0.98452,0.97941,0.98293
2019-09-03,0.98252,0.98461,0.97756,0.97861
2019-09-04,0.98002,0.98164,0.976,0.97872
2019-09-05,0.98278,0.98727,0.97993,0.98079
2019-09-06,0.98173,0.9838,0.97943,0.98084
2019-09-09,0.9824,0.98616,0.97811,0.9817
2019-09-10,0.97797,0.98125,0.97407,0.97955
2019-09-11,0.98405,0.98532,0.98273,0.98405
2019-09-12,0.98516,0.98984,0.9806,0.98839
2019-09-13,0.99043,0.99541,0.98884,0.99513
2019-09-16,0.99371,0.99807,0.98965,0.99492
2019-09-17,0.99237,0.99403,0.98824,0.99243
2019-09-18,0.99518,0.99822,0.99354,0.99611
2019-09-19,0.99456,0.99874,0.98999,0.99584
2019-09-20,1.00021,1.00471,0.99726,1.00058
2019-09-23,1.00271,1.00705,1.00138,1.00261
2019-09-24,1.00189,1.00486,0.99738,1.00057
2019-09-25,1.00091,1.00417,0.99702,0.99842
2019-09-26,0.99525,0.9972,0.99162,0.99191
2019-09-27,0.99373,0.99514,0.99017,0.99433
2019-09-30,0.99035,0.99294,0.98861,0.99054
2019-10-01,0.99119,0.99618,0.98737,0.99015
2019-10-02,0.98948,0.9922,0.98625,0.99189
2019-10-03,0.98703,0.99092,0.98208,0.98217
2019-10-04,0.98031,0.98149,0.97904,0.97959
2019-10-07,0.97944,0.98329,0.9782,0.98166
2019-10-08,0.98368,0.98648,0.98075,0.98183
2019-10-09,0.98581,0.98918,0.98134,0.98876
2019-10-10,0.98797,0.98923,0.98462,0.98648
2019-10-11,0.99099,0.99279,0.98748,0.9884
2019-10-14,0.99,0.99382,0.98834,0.99358
2019-10-15,0.9936,0.99808,0.9896,0.99158
2019-10-16,0.99129,0.9951,0.98817,0.9909
2019-10-17,0.98708,0.99118,0.98299,0.98391
2019-10-18,0.98204,0.98555,0.97842,0.98029
2019-10-21,0.98035,0.98453,0.97674,0.97864
2019-10-22,0.98351,0.98658,0.97871,0.97875
2019-10-23,0.98245,0.98713,0.97821,0.98001
2019-10-24,0.98084,0.98291,0.97807,0.97855
2019-10-25,0.97722,0.98184,0.9755,0.98161
2019-10-28,0.98431,0.98546,0.98321,0.98341
2019-10-29,0.9837,0.98787,0.98044,0.98242
2019-10-30,0.98314,0.98664,0.97935,0.98129
2019-10-31,0.98583,0.99062,0.98411,0.98985
2019-11-01,0.98669,0.98983,0.98321,0.98897
2019-11-04,0.99217,0.99339,0.98825,0.99325
2019-11-05,0.99382,0.99757,0.99247,0.99369
2019-11-06,0.98943,0.99348,0.98443,0.98696
2019-11-07,0.98715,0.98942,0.98342,0.98774
2019-11-08,0.9838,0.98861,0.97955,0.98049
2019-11-11,0.98143,0.98379,0.97706,0.97922
2019-11-12,0.97991,0.98324,0.97819,0.98149
2019-11-13,0.98093,0.98587,0.97856,0.98484
2019-11-14,0.98105,0.98367,0.97966,0.98252
2019-11-15,0.97893,0.98115,0.97396,0.97696
2019-11-18,0.97356,0.97709,0.97169,0.97633
2019-11-19,0.97414,0.97747,0.96921,0.97582
2019-11-20,0.97486,0.97946,0.97085,0.97706
2019-11-21,0.97579,0.97852,0.97189,0.9782
2019-11-22,0.97438,0.9775,0.97067,0.97655
2019-11-25,0.97842,0.98016,0.97619,0.97979
2019-11-26,0.98461,0.98739,0.9801,0.98124
2019-11-27,0.98518,0.9869,0.98345,0.98487
2019-11-28,0.98932,0.99265,0.98511,0.98793
2019-11-29,0.9878,0.99173,0.98675,0.99024
2019-12-02,0.99005,0.99461,0.98512,0.99259
2019-12-03,0.98942,0.99425,0.98744,0.99179
2019-12-04,0.99573,0.99802,0.99152,0.99208
2019-12-05,0.99646,0.99749,0.99344,0.99547
2019-12-06,0.99804,1.00289,0.9959,0.99634
2019-12-09,0.99945,1.00223,0.99624,0.99828
2019-12-10,0.99864,1.00257,0.99673,1.00078
2019-12-11,0.99618,0.99902,0.99303,0.9933
2019-12-12,0.99132,0.99491,0.98819,0.99338
2019-12-13,0.98989,0.99467,0.98812,0.99319
2019-12-16,0.99442,0.99747,0.9911,0.99673
2019-12-17,0.99692,0.9989,0.99392,0.99806
2019-12-18,0.99727,1.00083,0.99373,0.99897
2019-12-19,1.00309,1.00685,0.99868,1.00549
2019-12-20,1.00137,1.00244,0.99892,1.00168
2019-12-23,0.99809,1.00096,0.9943,1.00006
2019-12-24,0.99854,1.00078,0.99653,0.99725
2019-12-25,0.99882,1.00165,0.99665,0.99839
2019-12-26,0.99684,0.99838,0.99284,0.9937
2019-12-27,0.99586,1.00057,0.9909,0.99776
2019-12-30,0.99321,0.99518,0.98924,0.98952
2019-12-31,0.98996,0.99189,0.98806,0.99057
