Date,Open,High,Low,Close
2018-04-05,1.05565,1.05895,1.05067,1.05659
2018-04-06,1.05472,1.05884,1.051,1.05666
2018-04-09,1.0564,1.05982,1.05233,1.05328
2018-04-10,1.05767,1.05869,1.05591,1.05695
2018-04-11,1.05281,1.05617,1.04817,1.05144
2018-04-12,1.05085,1.05303,1.04831,1.04978
2018-04-13,1.05294,1.05403,1.05127,1.05169
2018-04-16,1.05243,1.05502,1.04818,1.05172
2018-04-17,1.04716,1.05042,1.04505,1.04556
2018-04-18,1.04397,1.04674,1.04217,1.04633
2018-04-19,1.04209,1.04482,1.04104,1.04298
2018-04-20,1.04747,1.04936,1.04519,1.04694
2018-04-23,1.05163,1.05381,1.04837,1.05317
2018-04-24,1.04921,1.05323,1.04567,1.05279
2018-04-25,1.05323,1.05487,1.04928,1.05475
2018-04-26,1.05908,1.06241,1.05711,1.05883
2018-04-27,1.0625,1.06746,1.05781,1.0652
2018-04-30,1.06466,1.06684,1.06072,1.06229
2018-05-01,1.0657,1.06954,1.06205,1.06485
2018-05-02,1.0686,1.07151,1.06545,1.06568
2018-05-03,1.06732,1.07185,1.06402,1.06803
2018-05-04,1.06887,1.07068,1.06499,1.06536
2018-05-07,1.06528,1.0669,1.06276,1.06447
2018-05-08,1.0633,1.0651,1.05967,1.06104
2018-05-09,1.06257,1.06544,1.05777,1.06502
2018-05-10,1.06231,1.06362,1.06032,1.06121
2018-05-11,1.06023,1.06326,1.05627,1.06283
2018-05-14,1.06145,1.06513,1.05671,1.05881
2018-05-15,1.05629,1.06055,1.0547,1.05965
2018-05-16,1.05885,1.06344,1.05574,1.05644
2018-05-17,1.05484,1.05824,1.05051,1.05265
2018-05-18,1.05743,1.0624,1.0554,1.05892
2018-05-21,1.05696,1.05892,1.05477,1.05754
2018-05-22,1.05764,1.06064,1.0557,1.05746
2018-05-23,1.05446,1.05929,1.05206,1.05354
2018-05-24,1.05427,1.05557,1.05018,1.0555
2018-05-25,1.05959,1.06307,1.05743,1.05846
2018-05-28,1.06021,1.06313,1.05903,1.06237
2018-05-29,1.05917,1.0633,1.05526,1.05692
2018-05-30,1.05693,1.05805,1.05217,1.05519
2018-05-31,1.05463,1.0569,1.05281,1.0532
2018-06-01,1.0547,1.05602,1.05242,1.05466
2018-06-04,1.05461,1.05705,1.05226,1.05649
2018-06-05,1.05603,1.05971,1.05156,1.05773
2018-06-06,1.05762,1.06031,1.05455,1.0603
2018-06-07,1.05696,1.05886,1.0526,1.05432
2018-06-08,1.05253,1.05657,1.0512,1.05526
2018-06-11,1.05304,1.05474,1.04823,1.04972
2018-06-12,1.04755,1.04947,1.04464,1.04698
2018-06-13,1.04581,1.04986,1.04093,1.04711
2018-06-14,1.04945,1.05233,1.0445,1.04539
2018-06-15,1.04294,1.04549,1.0413,1.04418
2018-06-18,1.04681,1.05037,1.04364,1.04743
2018-06-19,1.0475,1.05154,1.04297,1.04751
2018-06-20,1.05038,1.05348,1.04565,1.04912
2018-06-21,1.04431,1.04828,1.04211,1.04538
2018-06-22,1.04673,1.05091,1.04314,1.0446
2018-06-25,1.04364,1.04707,1.03998,1.04362
2018-06-26,1.04765,1.05124,1.04535,1.04596
2018-06-27,1.04587,1.04935,1.04191,1.04457
2018-06-28,1.04843,1.05081,1.04696,1.04886
2018-06-29,1.05258,1.05486,1.04918,1.04991
2018-07-02,1.05104,1.05355,1.05001,1.05328
2018-07-03,1.05632,1.0593,1.05415,1.05601
2018-07-04,1.0529,1.05745,1.04803,1.04939
2018-07-05,1.04895,1.05166,1.04719,1.04845
2018-07-06,1.04893,1.05112,1.04477,1.04779
2018-07-09,1.0465,1.05131,1.04267,1.04323
2018-07-10,1.04681,1.05175,1.04384,1.04458
2018-07-11,1.04194,1.04657,1.04026,1.04263
2018-07-12,1.04042,1.04366,1.03646,1.03832
2018-07-13,1.03597,1.03835,1.03239,1.03705
2018-07-16,1.0328,1.03668,1.02894,1.03554
2018-07-17,1.03127,1.03461,1.02697,1.02966
2018-07-18,1.03249,1.03495,1.03081,1.03323
2018-07-19,1.03208,1.03491,1.0291,1.03319
2018-07-20,1.03812,1.0413,1.03602,1.0367
2018-07-23,1.03921,1.04351,1.03778,1.03793
2018-07-24,1.03694,1.03815,1.0357,1.03758
2018-07-25,1.03482,1.03822,1.0313,1.03774
2018-07-26,1.03554,1.03655,1.03054,1.03603
2018-07-27,1.03668,1.03938,1.03435,1.03553
2018-07-30,1.03884,1.04219,1.03783,1.04059
2018-07-31,1.04341,1.04638,1.03841,1.04406
2018-08-01,1.04488,1.04727,1.04222,1.04516
2018-08-02,1.04875,1.05169,1.04726,1.04727
2018-08-03,1.04731,1.04859,1.04513,1.04686
2018-08-06,1.04566,1.04918,1.04354,1.04473
2018-08-07,1.04233,1.04521,1.04112,1.04394
2018-08-08,1.0443,1.04658,1.03933,1.0437
2018-08-09,1.04028,1.0435,1.03657,1.0392
2018-08-10,1.03883,1.04073,1.03454,1.03851
2018-08-13,1.03987,1.04168,1.03524,1.04039
2018-08-14,1.04491,1.04655,1.04168,1.04458
2018-08-15,1.04206,1.0453,1.03739,1.04161
2018-08-16,1.04046,1.04218,1.03693,1.04097
2018-08-17,1.03873,1.04062,1.03732,1.03972
2018-08-20,1.04028,1.04334,1.03602,1.04079
2018-08-21,1.04117,1.04595,1.03967,1.04128
2018-08-22,1.04422,1.04729,1.04023,1.04625
2018-08-23,1.05,1.05448,1.04548,1.05306
2018-08-24,1.05046,1.05527,1.04849,1.05316
2018-08-27,1.05592,1.05739,1.05255,1.05551
2018-08-28,1.05235,1.05346,1.04827,1.05084
2018-08-29,1.05113,1.05367,1.04827,1.05108
2018-08-30,1.05276,1.05553,1.05001,1.05169
2018-08-31,1.05638,1.05795,1.05516,1.05579
2018-09-03,1.05595,1.05845,1.0514,1.05172
2018-09-04,1.05653,1.06102,1.05335,1.05836
2018-09-05,1.0568,1.06093,1.05539,1.05714
2018-09-06,1.05959,1.06304,1.05819,1.06299
2018-09-07,1.05941,1.06219,1.05616,1.05749
2018-09-10,1.06024,1.06505,1.05854,1.06362
2018-09-11,1.06547,1.07,1.06108,1.06532
2018-09-12,1.06083,1.06246,1.05797,1.06172
2018-09-13,1.05719,1.06049,1.05436,1.05494
2018-09-14,1.05717,1.05992,1.05497,1.05855
2018-09-17,1.05749,1.06136,1.0554,1.05556
2018-09-18,1.05903,1.06376,1.05671,1.06063
2018-09-19,1.05702,1.0611,1.05539,1.05779
2018-09-20,1.0625,1.06351,1.05907,1.05977
2018-09-21,1.05509,1.05729,1.05373,1.05392
2018-09-24,1.05554,1.05809,1.05449,1.056
2018-09-25,1.05125,1.05342,1.04647,1.05044
2018-09-26,1.05001,1.05465,1.04892,1.04893
2018-09-27,1.04846,1.05189,1.04627,1.05066
2018-09-28,1.05202,1.05677,1.04759,1.05151
2018-10-01,1.05444,1.05749,1.05039,1.05202
2018-10-02,1.05273,1.05719,1.0517,1.05262
2018-10-03,1.05308,1.05783,1.04944,1.05125
2018-10-04,1.05224,1.05419,1.04945,1.05034
2018-10-05,1.04831,1.05194,1.04534,1.05025
2018-10-08,1.05289,1.05469,1.04953,1.05459
2018-10-09,1.0525,1.05469,1.04844,1.05182
2018-10-10,1.05117,1.05272,1.0474,1.04778
2018-10-11,1.04455,1.04682,1.04093,1.04447
2018-10-12,1.04363,1.04791,1.04167,1.04526
2018-10-15,1.04314,1.04557,1.04039,1.04546
2018-10-16,1.05005,1.05234,1.04638,1.04975
2018-10-17,1.05469,1.05625,1.05341,1.05458
2018-10-18,1.05778,1.06063,1.0534,1.05629
2018-10-19,1.05273,1.05687,1.04866,1.0511
2018-10-22,1.04694,1.04866,1.04216,1.04465
2018-10-23,1.04096,1.04434,1.03747,1.04217
2018-10-24,1.04565,1.04726,1.04321,1.04637
2018-10-25,1.04154,1.04595,1.03795,1.04013
2018-10-26,1.04166,1.04319,1.03968,1.04305
2018-10-29,1.04457,1.04743,1.04189,1.04197
2018-10-30,1.04167,1.04391,1.03727,1.04195
2018-10-31,1.04313,1.04597,1.03914,1.04058
2018-11-01,1.03938,1.04158,1.03619,1.03967
2018-11-02,1.04442,1.04589,1.04077,1.04295
2018-11-05,1.04278,1.04559,1.03879,1.04246
2018-11-06,1.04589,1.04949,1.04201,1.0424
2018-11-07,1.04383,1.04561,1.04239,1.0451
2018-11-08,1.04262,1.04395,1.03872,1.04081
2018-11-09,1.04143,1.04337,1.03837,1.03877
2018-11-12,1.04157,1.04377,1.03836,1.03956
2018-11-13,1.03854,1.04292,1.03676,1.03715
2018-11-14,1.03416,1.03575,1.0297,1.03341
2018-11-15,1.03567,1.03839,1.03187,1.03203
2018-11-16,1.03659,1.03816,1.03185,1.03665
2018-11-19,1.03824,1.04038,1.03445,1.03845
2018-11-20,1.03453,1.03882,1.03033,1.03299
2018-11-21,1.03154,1.03523,1.03015,1.03137
2018-11-22,1.03358,1.03495,1.03028,1.03376
2018-11-23,1.0337,1.03737,1.02917,1.03329
2018-11-26,1.03287,1.03607,1.02799,1.03526
2018-11-27,1.03281,1.0363,1.02904,1.03236
2018-11-28,1.03138,1.03518,1.02679,1.03378
2018-11-29,1.03207,1.03684,1.03015,1.03254
2018-11-30,1.03741,1.03976,1.03607,1.03634
2018-12-03,1.03385,1.03836,1.03265,1.0363
2018-12-04,1.03175,1.03361,1.02745,1.03352
2018-12-05,1.03468,1.03657,1.02988,1.0303
2018-12-06,1.02544,1.02876,1.02158,1.02752
2018-12-07,1.02718,1.02858,1.02492,1.02795
2018-12-10,1.0254,1.02892,1.02343,1.02672
2018-12-11,1.0234,1.02581,1.02028,1.02268
2018-12-12,1.01838,1.02095,1.01369,1.01651
2018-12-13,1.019,1.02022,1.0178,1.01945
2018-12-14,1.01991,1.02283,1.01595,1.02167
2018-12-17,1.02246,1.02495,1.01749,1.02073
2018-12-18,1.01593,1.01992,1.01151,1.01867
2018-12-19,1.01708,1.02104,1.01228,1.01643
2018-12-20,1.01423,1.01895,1.01145,1.01643
2018-12-21,1.01579,1.01945,1.01386,1.01446
2018-12-24,1.0174,1.01939,1.01311,1.01936
2018-12-25,1.02293,1.02571,1.0186,1.02398
2018-12-26,1.02265,1.02536,1.0211,1.02406
2018-12-27,1.0248,1.02889,1.02012,1.02131
2018-12-28,1.02504,1.02934,1.02165,1.02879
2018-12-31,1.03031,1.03282,1.02547,1.03189
